136100087,2016-09-01,051285649,1361,85.91
377700095,2016-09-01,051285649,3777,73.36
109400111,2016-09-01,060794278,1094,58.44
136100088,2016-09-01,135127654,1361,5.16
377700096,2016-09-01,135127654,3777,56.3
101300086,2016-09-01,212257394,1013,62.06
377700097,2016-09-01,212257394,3777,30.24
101300087,2016-09-01,265886734,1013,41.23
109400112,2016-09-01,276806076,1094,12.33
109400113,2016-09-01,286659823,1094,18.06
276900086,2016-09-01,290891982,2769,70.48
276900087,2016-09-01,310933237,2769,56.55
276900088,2016-09-01,391031719,2769,67.22
276900089,2016-09-01,447562366,2769,45.56
101300088,2016-09-01,447761341,1013,5.56
101300089,2016-09-01,491848431,1013,2.23
109400114,2016-09-01,491848431,1094,78.1
109400115,2016-09-01,505679300,1094,52.43
276900090,2016-09-01,505679300,2769,84.84
101300090,2016-09-01,547995183,1013,66.71
136100089,2016-09-01,642358315,1361,97.01
109400116,2016-09-01,648088570,1094,90.31
276900091,2016-09-01,648088570,2769,68.15
276900092,2016-09-01,684562268,2769,85.86
101300091,2016-09-01,721728168,1013,12.68
109400117,2016-09-01,721728168,1094,10.05
109400118,2016-09-01,729876458,1094,93.25
377700098,2016-09-01,830150428,3777,40.84
276900093,2016-09-01,876114994,2769,69.68
377700099,2016-09-01,876114994,3777,58.36
136100090,2016-09-02,023611278,1361,45.87
136100091,2016-09-02,060794278,1361,44.63
377700100,2016-09-02,060794278,3777,83.95
101300092,2016-09-02,107591739,1013,86.84
136100092,2016-09-02,107591739,1361,9.19
101300093,2016-09-02,110133488,1013,84.85
276900094,2016-09-02,110133488,2769,74.64
109400119,2016-09-02,144213961,1094,90.6
276900095,2016-09-02,185618838,2769,42.82
276900096,2016-09-02,193973451,2769,10.07
377700101,2016-09-02,193973451,3777,0.77
136100093,2016-09-02,212257394,1361,3.21
136100094,2016-09-02,212257394,1361,31.4
136100095,2016-09-02,213622911,1361,8.98
109400120,2016-09-02,234101312,1094,58.6
136100096,2016-09-02,256298595,1361,25.93
101300094,2016-09-02,265886734,1013,91.55
136100097,2016-09-02,330885271,1361,14.51
136100098,2016-09-02,343681644,1361,28.75
101300095,2016-09-02,447562366,1013,48.59
101300096,2016-09-02,449340127,1013,47.65
109400121,2016-09-02,473174932,1094,7.78
136100099,2016-09-02,505589588,1361,56.57
136100100,2016-09-02,515428953,1361,74.74
276900097,2016-09-02,547995183,2769,8.88
276900098,2016-09-02,613168328,2769,42.25
136100101,2016-09-02,619738273,1361,73.46
109400122,2016-09-02,635491325,1094,95.48
377700102,2016-09-02,648088570,3777,20.17
136100102,2016-09-02,661266929,1361,41.1
109400123,2016-09-02,684562268,1094,2.48
109400124,2016-09-02,687959335,1094,33.3
136100103,2016-09-02,729876458,1361,49.12
109400125,2016-09-02,817355585,1094,68.64
136100104,2016-09-02,830150428,1361,84.91
101300097,2016-09-02,876114994,1013,43.5
109400126,2016-09-02,876114994,1094,46.04
101300098,2016-09-02,885358189,1013,24.1
109400127,2016-09-03,023611278,1094,3.13
101300099,2016-09-03,051285649,1013,35.03
276900099,2016-09-03,097912811,2769,42.19
276900100,2016-09-03,108961755,2769,99.57
101300100,2016-09-03,110133488,1013,98.93
377700103,2016-09-03,119257029,3777,20.53
377700104,2016-09-03,135127654,3777,79.26
109400128,2016-09-03,144213961,1094,58.19
109400129,2016-09-03,185618838,1094,30.82
136100105,2016-09-03,185618838,1361,28.99
276900101,2016-09-03,185618838,2769,73.21
377700105,2016-09-03,185618838,3777,20.41
377700106,2016-09-03,213622911,3777,33.04
136100106,2016-09-03,234101312,1361,95.54
109400130,2016-09-03,256298595,1094,61.94
276900102,2016-09-03,276806076,2769,6.44
377700107,2016-09-03,276806076,3777,86.07
109400131,2016-09-03,299095250,1094,37.07
101300101,2016-09-03,376248582,1013,10.92
109400132,2016-09-03,391031719,1094,36.72
136100107,2016-09-03,391031719,1361,28.77
101300102,2016-09-03,447562366,1013,14.86
101300103,2016-09-03,449340127,1013,10.31
101300104,2016-09-03,475684549,1013,14.9
276900103,2016-09-03,505679300,2769,67.94
109400133,2016-09-03,661266929,1094,18.03
276900104,2016-09-03,661266929,2769,52.29
109400134,2016-09-03,752708151,1094,97.78
101300105,2016-09-03,830150428,1013,36.39
101300106,2016-09-03,885358189,1013,14.86
109400135,2016-09-03,885358189,1094,9.41
136100108,2016-09-04,017707993,1361,80.72
101300107,2016-09-04,031269436,1013,28.27
377700108,2016-09-04,107591739,3777,9.53
377700109,2016-09-04,118077058,3777,55.23
101300108,2016-09-04,128282194,1013,67.55
109400136,2016-09-04,135127654,1094,59.29
101300109,2016-09-04,144213961,1013,91.72
377700110,2016-09-04,144213961,3777,28.89
136100109,2016-09-04,147824776,1361,85.88
101300110,2016-09-04,213622911,1013,52.6
101300111,2016-09-04,218549862,1013,7.27
109400137,2016-09-04,276806076,1094,42.49
276900105,2016-09-04,276806076,2769,36.8
136100110,2016-09-04,330885271,1361,80.13
276900106,2016-09-04,330885271,2769,1.5
101300112,2016-09-04,430229878,1013,84.64
109400138,2016-09-04,430229878,1094,56.6
109400139,2016-09-04,443543140,1094,63.0
276900107,2016-09-04,447562366,2769,63.63
276900108,2016-09-04,447562366,2769,7.55
136100111,2016-09-04,448370910,1361,21.77
109400140,2016-09-04,473174932,1094,89.35
109400141,2016-09-04,505679300,1094,71.02
276900109,2016-09-04,547995183,2769,56.1
101300113,2016-09-04,561534562,1013,46.8
377700111,2016-09-04,561534562,3777,88.52
101300114,2016-09-04,619738273,1013,98.42
101300115,2016-09-04,635491325,1013,15.46
101300116,2016-09-04,635491325,1013,7.96
377700112,2016-09-04,648088570,3777,41.54
109400142,2016-09-04,729876458,1094,99.66
276900110,2016-09-04,729876458,2769,56.4
136100112,2016-09-04,752708151,1361,96.37
276900111,2016-09-04,776905552,2769,72.64
109400143,2016-09-04,817355585,1094,81.28
377700113,2016-09-05,023611278,3777,31.39
101300117,2016-09-05,107591739,1013,25.86
377700114,2016-09-05,107591739,3777,95.23
136100113,2016-09-05,108961755,1361,6.26
377700115,2016-09-05,108961755,3777,89.57
101300118,2016-09-05,193973451,1013,9.2
136100114,2016-09-05,212257394,1361,69.1
377700116,2016-09-05,212257394,3777,5.35
377700117,2016-09-05,218549862,3777,67.23
109400144,2016-09-05,256298595,1094,67.59
109400145,2016-09-05,276806076,1094,74.48
101300119,2016-09-05,391031719,1013,87.38
276900112,2016-09-05,473174932,2769,35.22
101300120,2016-09-05,475684549,1013,82.62
377700118,2016-09-05,475684549,3777,22.21
109400146,2016-09-05,492621787,1094,17.78
276900113,2016-09-05,547995183,2769,33.24
276900114,2016-09-05,561534562,2769,39.15
136100115,2016-09-05,619738273,1361,27.11
276900115,2016-09-05,619738273,2769,82.0
101300121,2016-09-05,642358315,1013,15.37
109400147,2016-09-05,648088570,1094,36.7
101300122,2016-09-05,721728168,1013,6.88
109400148,2016-09-05,729876458,1094,67.13
136100116,2016-09-05,817355585,1361,98.15
109400149,2016-09-05,830150428,1094,39.83
109400150,2016-09-05,885358189,1094,75.77
109400151,2016-09-06,051285649,1094,3.11
377700119,2016-09-06,108961755,3777,45.65
109400152,2016-09-06,118077058,1094,74.1
136100117,2016-09-06,185618838,1361,94.29
377700120,2016-09-06,193973451,3777,16.41
109400153,2016-09-06,212257394,1094,49.38
101300123,2016-09-06,276806076,1013,54.31
377700121,2016-09-06,286659823,3777,56.53
276900116,2016-09-06,299095250,2769,35.69
109400154,2016-09-06,343681644,1094,86.51
136100118,2016-09-06,391031719,1361,28.31
136100119,2016-09-06,430229878,1361,45.85
109400155,2016-09-06,447562366,1094,65.61
276900117,2016-09-06,505679300,2769,80.86
109400156,2016-09-06,561534562,1094,44.34
377700122,2016-09-06,561534562,3777,61.95
377700123,2016-09-06,561534562,3777,8.87
377700124,2016-09-06,687959335,3777,14.78
276900118,2016-09-06,739118188,2769,42.59
136100120,2016-09-06,776905552,1361,98.44
276900119,2016-09-06,813944979,2769,71.51
276900120,2016-09-06,813944979,2769,77.46
377700125,2016-09-06,885358189,3777,47.88
276900121,2016-09-07,031289643,2769,75.92
101300124,2016-09-07,101575856,1013,38.04
109400157,2016-09-07,118077058,1094,40.59
109400158,2016-09-07,234101312,1094,12.62
101300125,2016-09-07,265886734,1013,41.81
276900122,2016-09-07,265886734,2769,19.67
276900123,2016-09-07,265886734,2769,31.14
377700126,2016-09-07,265886734,3777,42.44
377700127,2016-09-07,286659823,3777,17.95
136100121,2016-09-07,378591838,1361,40.36
136100122,2016-09-07,447562366,1361,87.97
276900124,2016-09-07,447761341,2769,17.14
109400159,2016-09-07,448370910,1094,44.93
101300126,2016-09-07,475684549,1013,71.71
109400160,2016-09-07,475684549,1094,75.86
377700128,2016-09-07,491848431,3777,1.22
276900125,2016-09-07,547995183,2769,34.08
109400161,2016-09-07,561534562,1094,54.68
276900126,2016-09-07,613168328,2769,19.29
276900127,2016-09-07,642358315,2769,81.02
377700129,2016-09-07,661266929,3777,99.2
109400162,2016-09-07,721728168,1094,97.26
101300127,2016-09-07,830150428,1013,73.04
377700130,2016-09-07,830150428,3777,80.45
136100123,2016-09-08,023611278,1361,25.57
377700131,2016-09-08,023611278,3777,26.72
101300128,2016-09-08,051285649,1013,7.49
276900128,2016-09-08,051285649,2769,52.57
136100124,2016-09-08,097912811,1361,29.28
109400163,2016-09-08,107591739,1094,47.19
136100125,2016-09-08,135127654,1361,62.19
101300129,2016-09-08,185618838,1013,0.54
109400164,2016-09-08,185618838,1094,9.19
136100126,2016-09-08,216113644,1361,89.97
101300130,2016-09-08,234101312,1013,26.05
109400165,2016-09-08,265886734,1094,9.19
377700132,2016-09-08,290891982,3777,64.9
276900129,2016-09-08,330885271,2769,92.29
377700133,2016-09-08,391031719,3777,1.88
101300131,2016-09-08,473174932,1013,7.66
276900130,2016-09-08,547995183,2769,11.59
136100127,2016-09-08,578148567,1361,55.12
109400166,2016-09-08,619738273,1094,44.89
109400167,2016-09-08,635491325,1094,31.73
101300132,2016-09-08,648088570,1013,60.86
136100128,2016-09-08,648088570,1361,11.31
276900131,2016-09-08,661266929,2769,72.74
101300133,2016-09-08,687959335,1013,39.97
101300134,2016-09-08,687959335,1013,95.62
109400168,2016-09-08,687959335,1094,3.41
109400169,2016-09-08,687959335,1094,80.92
276900132,2016-09-08,752708151,2769,61.32
136100129,2016-09-08,776905552,1361,67.98
109400170,2016-09-08,813944979,1094,11.72
109400171,2016-09-08,817355585,1094,51.89
377700134,2016-09-08,830150428,3777,92.06
101300135,2016-09-09,017707993,1013,98.55
136100130,2016-09-09,017707993,1361,70.96
136100131,2016-09-09,023611278,1361,16.51
276900133,2016-09-09,110133488,2769,96.57
276900134,2016-09-09,135127654,2769,29.34
101300136,2016-09-09,144213961,1013,61.37
276900135,2016-09-09,185618838,2769,45.16
136100132,2016-09-09,193973451,1361,32.7
109400172,2016-09-09,213622911,1094,5.33
377700135,2016-09-09,216113644,3777,51.95
377700136,2016-09-09,216113644,3777,90.33
276900136,2016-09-09,218549862,2769,83.07
276900137,2016-09-09,265886734,2769,2.53
377700137,2016-09-09,265886734,3777,94.9
136100133,2016-09-09,276806076,1361,73.13
109400173,2016-09-09,299095250,1094,2.8
377700138,2016-09-09,376248582,3777,79.82
136100134,2016-09-09,391031719,1361,76.24
377700139,2016-09-09,430229878,3777,0.62
109400174,2016-09-09,447562366,1094,82.91
276900138,2016-09-09,447562366,2769,86.99
109400175,2016-09-09,475684549,1094,0.16
377700140,2016-09-09,491848431,3777,56.45
377700141,2016-09-09,505589588,3777,94.45
377700142,2016-09-09,515428953,3777,60.73
101300137,2016-09-09,613168328,1013,30.14
101300138,2016-09-09,619738273,1013,88.19
101300139,2016-09-09,687959335,1013,17.62
101300140,2016-09-09,721728168,1013,0.39
377700143,2016-09-09,721728168,3777,4.49
276900139,2016-09-09,739118188,2769,61.95
377700144,2016-09-09,739118188,3777,53.36
276900140,2016-09-09,796329812,2769,13.88
109400176,2016-09-09,813944979,1094,30.83
276900141,2016-09-09,830150428,2769,10.96
109400177,2016-09-09,876114994,1094,95.72
136100135,2016-09-09,885358189,1361,78.01
109400178,2016-09-10,031269436,1094,4.82
109400179,2016-09-10,060794278,1094,82.68
109400180,2016-09-10,097912811,1094,83.45
377700145,2016-09-10,107591739,3777,16.9
109400181,2016-09-10,118077058,1094,26.21
109400182,2016-09-10,119257029,1094,40.29
109400183,2016-09-10,119257029,1094,9.99
377700146,2016-09-10,119257029,3777,49.37
276900142,2016-09-10,135127654,2769,23.31
276900143,2016-09-10,135127654,2769,25.58
136100136,2016-09-10,185618838,1361,6.11
